timestamp,temperature_c,humidity_pct,co2_ppm,yield_kg
2026-05-10 06:00:00,15.8,89.5,1085,3.50
2026-05-10 07:00:00,16.0,88.0,1115,3.60
2026-05-10 08:00:00,16.4,86.5,1145,3.74
2026-05-10 09:00:00,16.7,85.2,1180,3.87
2026-05-10 10:00:00,17.1,83.9,1210,4.00
2026-05-10 11:00:00,17.4,82.7,1240,4.10
2026-05-10 12:00:00,17.7,81.8,1260,4.17
2026-05-10 13:00:00,17.9,81.0,1275,4.22
2026-05-10 14:00:00,18.0,80.5,1285,4.25
2026-05-10 15:00:00,17.8,81.3,1270,4.18
2026-05-10 16:00:00,17.5,82.5,1250,4.08
2026-05-10 17:00:00,17.2,83.7,1230,3.97
2026-05-10 18:00:00,16.9,84.8,1205,3.87
2026-05-10 19:00:00,16.7,85.6,1185,3.79
2026-05-10 20:00:00,16.5,86.3,1165,3.73
2026-05-10 21:00:00,16.3,86.8,1150,3.68
2026-05-10 22:00:00,16.2,87.2,1135,3.64
2026-05-10 23:00:00,16.1,87.5,1125,3.61
2026-05-11 00:00:00,16.0,87.7,1115,3.58
2026-05-11 01:00:00,15.9,88.0,1110,3.55
2026-05-11 02:00:00,15.8,88.3,1100,3.52
2026-05-11 03:00:00,15.7,88.5,1095,3.49
2026-05-11 04:00:00,15.6,88.8,1085,3.46
2026-05-11 05:00:00,15.5,89.0,1080,3.43
2026-05-11 06:00:00,15.6,89.3,1085,3.44
2026-05-11 07:00:00,15.8,87.8,1115,3.54
2026-05-11 08:00:00,16.2,86.3,1145,3.68
2026-05-11 09:00:00,16.5,85.0,1180,3.81
2026-05-11 10:00:00,16.9,83.7,1210,3.94
2026-05-11 11:00:00,17.2,82.5,1240,4.04
2026-05-11 12:00:00,17.5,81.6,1260,4.11
2026-05-11 13:00:00,17.7,80.8,1275,4.16
2026-05-11 14:00:00,17.8,80.3,1285,4.19
2026-05-11 15:00:00,17.6,81.1,1270,4.12
2026-05-11 16:00:00,17.3,82.3,1250,4.02
2026-05-11 17:00:00,17.0,83.5,1230,3.91
2026-05-11 18:00:00,16.7,84.6,1205,3.81
2026-05-11 19:00:00,16.5,85.4,1185,3.73
2026-05-11 20:00:00,16.3,86.1,1165,3.67
2026-05-11 21:00:00,16.1,86.6,1150,3.62
2026-05-11 22:00:00,16.0,87.0,1135,3.58
2026-05-11 23:00:00,15.9,87.3,1125,3.55
2026-05-12 00:00:00,15.8,87.5,1115,3.52
2026-05-12 01:00:00,15.7,87.8,1110,3.49
2026-05-12 02:00:00,15.6,88.1,1100,3.46
2026-05-12 03:00:00,15.5,88.3,1095,3.43
2026-05-12 04:00:00,15.4,88.6,1085,3.40
2026-05-12 05:00:00,15.3,88.8,1080,3.37
2026-05-12 06:00:00,15.4,89.1,1085,3.38
2026-05-12 07:00:00,15.6,87.6,1115,3.48
2026-05-12 08:00:00,16.0,86.1,1145,3.62
2026-05-12 09:00:00,16.3,84.8,1180,3.75
2026-05-12 10:00:00,16.7,83.5,1210,3.88
2026-05-12 11:00:00,17.0,82.3,1240,3.98
2026-05-12 12:00:00,17.3,81.4,1260,4.05
2026-05-12 13:00:00,17.5,80.6,1275,4.10
2026-05-12 14:00:00,17.6,80.1,1285,4.13
2026-05-12 15:00:00,17.4,80.9,1270,4.06
2026-05-12 16:00:00,17.1,82.1,1250,3.96
2026-05-12 17:00:00,16.8,83.3,1230,3.85
2026-05-12 18:00:00,16.5,84.4,1205,3.75
2026-05-12 19:00:00,16.3,85.2,1185,3.67
2026-05-12 20:00:00,16.1,85.9,1165,3.61
2026-05-12 21:00:00,15.9,86.4,1150,3.56
2026-05-12 22:00:00,15.8,86.8,1135,3.52
2026-05-12 23:00:00,15.7,87.1,1125,3.49
2026-05-13 00:00:00,15.7,87.3,1115,3.46
2026-05-13 01:00:00,15.6,87.6,1110,3.43
2026-05-13 02:00:00,15.5,87.9,1100,3.40
2026-05-13 03:00:00,15.4,88.1,1095,3.37
2026-05-13 04:00:00,15.3,88.4,1085,3.34
2026-05-13 05:00:00,15.2,88.6,1080,3.31
2026-05-13 06:00:00,15.3,88.9,1085,3.32
2026-05-13 07:00:00,15.5,87.4,1115,3.42
2026-05-13 08:00:00,15.8,85.9,1145,3.56
2026-05-13 09:00:00,16.1,84.6,1180,3.69
2026-05-13 10:00:00,16.5,83.3,1210,3.82
2026-05-13 11:00:00,16.8,82.1,1240,3.92
2026-05-13 12:00:00,17.1,81.2,1260,3.99
2026-05-13 13:00:00,17.3,80.4,1275,4.04
2026-05-13 14:00:00,17.4,79.9,1285,4.07
2026-05-13 15:00:00,17.2,80.7,1270,4.00
2026-05-13 16:00:00,16.9,81.9,1250,3.90
2026-05-13 17:00:00,16.6,83.1,1230,3.79
2026-05-13 18:00:00,16.3,84.2,1205,3.69
2026-05-13 19:00:00,16.1,85.0,1185,3.61
2026-05-13 20:00:00,15.9,85.7,1165,3.55
2026-05-13 21:00:00,15.7,86.2,1150,3.50
2026-05-13 22:00:00,15.6,86.6,1135,3.46
2026-05-13 23:00:00,15.5,86.9,1125,3.43 
